"date","RH","CM","CT","num_infect"
1958-01-01 06:00:00,71.8589,0,294.888,0
1958-01-01 12:00:00,85.8791,1.09971e-05,292.103,0.05
1958-01-01 18:00:00,90.7162,1.47223e-05,290.138,0
1958-01-02 00:00:00,84.942,1.23084e-05,285.989,0
1958-01-02 06:00:00,67.8354,-4.23516e-22,287.415,0
1958-01-02 12:00:00,60.7188,-3.38813e-21,285.902,0
1958-01-02 18:00:00,63.0215,0,284.502,0
1958-01-03 00:00:00,67.1712,0,281.38,0
1958-01-03 06:00:00,57.7229,0,284.52,0
1958-01-03 12:00:00,40.6925,-4.23516e-22,283.037,0
1958-01-03 18:00:00,37.2263,0,282.409,0
1958-01-04 00:00:00,37.7706,-4.23516e-22,280.914,0
1958-01-04 06:00:00,33.3769,-2.11758e-22,287.973,0
1958-01-04 12:00:00,36.4408,-1.69407e-21,284.485,0
1958-01-04 18:00:00,46.2403,0,280.968,0
1958-01-05 00:00:00,48.0983,-4.23516e-22,278.929,0
1958-01-05 06:00:00,28.347,0,290.435,0
1958-01-05 12:00:00,35.3123,-2.11758e-22,286.914,0
1958-01-05 18:00:00,39.0169,-4.23516e-22,285.696,0
1958-01-06 00:00:00,39.4352,-4.23516e-22,284.638,0
1958-01-06 06:00:00,37.1758,-2.11758e-22,293.5,0
1958-01-06 12:00:00,37.4546,-4.23516e-22,290.007,0
1958-01-06 18:00:00,41.5709,-8.47033e-22,287.768,0
1958-01-07 00:00:00,42.7498,-1.69407e-21,286.471,0
1958-01-07 06:00:00,39.9986,0,296.779,0
1958-01-07 12:00:00,50.4133,0,293.015,0
1958-01-07 18:00:00,61.2104,-2.11758e-22,290.021,0
1958-01-08 00:00:00,70.3605,0,288.681,0
1958-01-08 06:00:00,54.3573,-2.11758e-22,300.408,0
1958-01-08 12:00:00,64.125,-4.23516e-22,295.481,0
1958-01-08 18:00:00,79.5129,-4.23516e-22,292.103,0
1958-01-09 00:00:00,83.802,0,290.696,0
1958-01-09 06:00:00,60.1794,-8.47033e-22,300.962,0
1958-01-09 12:00:00,60.3763,-3.38813e-21,296.643,0
1958-01-09 18:00:00,86.4181,-2.11758e-22,292.195,0
1958-01-10 00:00:00,97.0079,9.17912e-06,290.154,0
1958-01-10 06:00:00,59.7658,-2.11758e-22,300.562,0
1958-01-10 12:00:00,73.4829,-4.23516e-22,295.263,0
1958-01-10 18:00:00,85.0767,0,292.324,0
1958-01-11 00:00:00,89.4909,-1.69407e-21,291.526,0
1958-01-11 06:00:00,69.119,-4.23516e-22,300.557,0
1958-01-11 12:00:00,77.5761,-4.23516e-22,295.621,0
1958-01-11 18:00:00,89.3284,0,293.539,0
1958-01-12 00:00:00,86.9325,-8.47033e-22,293.204,0
1958-01-12 06:00:00,62.818,-4.23516e-22,301.315,0
1958-01-12 12:00:00,74.4549,0,295.45,0
1958-01-12 18:00:00,95.8394,1.01328e-06,291.805,0.03
1958-01-13 00:00:00,96.9993,4.20511e-05,292.427,0.25
1958-01-13 06:00:00,65.5814,-2.11758e-22,299.645,0
1958-01-13 12:00:00,83.1373,0,294.371,0
1958-01-13 18:00:00,97.6786,2.77162e-05,291.643,0.03
1958-01-14 00:00:00,97.5118,2.92957e-05,291.656,0.09
1958-01-14 06:00:00,63.4572,-8.47033e-22,300.942,0
1958-01-14 12:00:00,75.3044,6.4671e-06,288.744,0
1958-01-14 18:00:00,83.8624,5.16176e-05,281.084,0
1958-01-15 00:00:00,84.0902,5.25713e-05,278.044,0
1958-01-15 06:00:00,76.8842,2.47955e-05,279.421,0
1958-01-15 12:00:00,83.4501,5.74887e-05,277.773,0
1958-01-15 18:00:00,88.8923,9.79602e-05,276.899,0
1958-01-16 00:00:00,84.8561,6.1363e-05,275.523,0
1958-01-16 06:00:00,80.3211,4.825e-05,277.579,0
1958-01-16 12:00:00,73.8864,9.86457e-06,278.318,0
1958-01-16 18:00:00,85.6993,5.84126e-05,277.546,0
1958-01-17 00:00:00,89.3468,9.93907e-05,276.855,0
1958-01-17 06:00:00,81.9801,3.76701e-05,279.92,0
1958-01-17 12:00:00,71.0867,1.90735e-06,280.373,0
1958-01-17 18:00:00,73.6894,6.76513e-06,279.941,0
1958-01-18 00:00:00,78.2423,1.75536e-05,278.869,0
1958-01-18 06:00:00,67.6829,4.52995e-06,281.584,0
1958-01-18 12:00:00,70.9233,3.69549e-06,281.176,0
1958-01-18 18:00:00,80.1691,1.67787e-05,280.089,0
1958-01-19 00:00:00,75.6483,1.18613e-05,279.412,0
1958-01-19 06:00:00,44.4741,-4.23516e-22,287.121,0
1958-01-19 12:00:00,45.0454,-8.47033e-22,285.525,0
1958-01-19 18:00:00,57.5061,0,283.915,0
1958-01-20 00:00:00,61.8508,-4.23516e-22,283.185,0
1958-01-20 06:00:00,52.3438,-2.11758e-22,294.212,0
1958-01-20 12:00:00,63.2215,-2.11758e-22,290.92,0
1958-01-20 18:00:00,88.7354,-4.23516e-22,289.38,0
1958-01-21 00:00:00,93.7749,0,289.49,0
1958-01-21 06:00:00,75.3187,1.69873e-06,294.554,0.4
1958-01-21 12:00:00,73.0123,0,293.137,0
1958-01-21 18:00:00,85.8257,2.89083e-06,290.796,0
1958-01-22 00:00:00,86.6263,-2.11758e-22,289.979,0
1958-01-22 06:00:00,67.2708,-8.47033e-22,295.706,0
1958-01-22 12:00:00,70.2989,0,289.197,0
1958-01-22 18:00:00,68.4978,-4.23516e-22,283.561,0
1958-01-23 00:00:00,69.7952,0,280.002,0
1958-01-23 06:00:00,55.5579,-2.11758e-22,282.291,0
1958-01-23 12:00:00,46.9113,-1.69407e-21,280.751,0
1958-01-23 18:00:00,47.8354,-4.23516e-22,280.333,0
1958-01-24 00:00:00,48.5968,0,279.138,0
1958-01-24 06:00:00,45.2273,-2.11758e-22,284.448,0
1958-01-24 12:00:00,50.3531,-8.47033e-22,282.345,0
1958-01-24 18:00:00,62.3174,-2.11758e-22,281.199,0
1958-01-25 00:00:00,66.9233,0,280.398,0
1958-01-25 06:00:00,67.6689,-2.11758e-22,286.582,0
1958-01-25 12:00:00,69.2117,-2.11758e-22,287.003,0
1958-01-25 18:00:00,80.4126,2.5928e-06,286.802,0
1958-01-26 00:00:00,93.8574,0.000118464,286.033,0
1958-01-26 06:00:00,87.2805,5.98431e-05,285.819,0
1958-01-26 12:00:00,70.0364,-2.11758e-22,285.757,0
1958-01-26 18:00:00,62.2127,-2.11758e-22,284.121,0
1958-01-27 00:00:00,61.6031,0,282.828,0
1958-01-27 06:00:00,53.8479,-2.11758e-22,291.884,0
1958-01-27 12:00:00,66.2845,0,290.175,0
1958-01-27 18:00:00,90.5258,-8.47033e-22,288.938,0
1958-01-28 00:00:00,95.1625,6.34789e-06,289.399,0
1958-01-28 06:00:00,65.1604,0,298.26,0
1958-01-28 12:00:00,69.0103,0,294.335,0
1958-01-28 18:00:00,92.2354,-8.47033e-22,290.312,0
1958-01-29 00:00:00,97.6624,1.34706e-05,291.074,0.01
